[2998148, 4420, 'SECTORS']
[3002568, 3613, 'REJECT']
[3006184, 9324, 'BLOCKMAP']
[3015508, 0, 'E4M6']
[3015508, 2950, 'THINGS']
[3018460, 18970, 'LINEDEFS']
[3037432, 58890, 'SIDEDEFS']
[3096324, 5260, 'VERTEXES']
[3101584, 26064, 'SEGS']
[3127648, 3092, 'SSECTORS']
[3130740, 21616, 'NODES']
[3152356, 5824, 'SECTORS']
[3158180, 6272, 'REJECT']
[3164452, 9070, 'BLOCKMAP']
[3173524, 0, 'E4M7']
[3173524, 2580, 'THINGS']
[3176104, 19194, 'LINEDEFS']
[3195300, 59430, 'SIDEDEFS']
[3254732, 5092, 'VERTEXES']
[3259824, 25860, 'SEGS']
[3285684, 3200, 'SSECTORS']
[3288884, 22372, 'NODES']
[3311256, 7488, 'SECTORS']
[3318744, 10368, 'REJECT']
[3329112, 9078, 'BLOCKMAP']
[3338192, 0, 'E4M8']
[3338192, 3150, 'THINGS']
[3341344, 17920, 'LINEDEFS']
[3359264, 57240, 'SIDEDEFS']
[3416504, 4632, 'VERTEXES']
[3421136, 24516, 'SEGS']
[3445652, 2904, 'SSECTORS']
[3448556, 20300, 'NODES']
[3468856, 5798, 'SECTORS']
[3474656, 6217, 'REJECT']
[3480876, 10392, 'BLOCKMAP']
[3491268, 0, 'E4M9']
[3491268, 2470, 'THINGS']
[3493740, 23016, 'LINEDEFS']
[3516756, 72510, 'SIDEDEFS']
[3589268, 6260, 'VERTEXES']
[3595528, 32052, 'SEGS']
[3627580, 3824, 'SSECTORS']
[3631404, 26740, 'NODES']
[3658144, 6448, 'SECTORS']
[3664592, 7688, 'REJECT']
[3672280, 9310, 'BLOCKMAP']
[3681592, 9234, 'TEXTURE1']
[3690828, 8036, 'TEXTURE2']
[3698864, 2812, 'PNAMES']
[3701676, 11908, 'GENMIDI']
[3713584, 5342, 'DMXGUS']
[3718928, 31, 'DPPISTOL']
[3718960, 5669, 'DSPISTOL']
[3724632, 51, 'DPSHOTGN']
[3724684, 9453, 'DSSHOTGN']
[3734140, 38, 'DPSGCOCK']
[3734180, 5906, 'DSSGCOCK']
[3740088, 150, 'DPSAWUP']
[3740240, 16297, 'DSSAWUP']
[3756540, 24, 'DPSAWIDL']
[3756564, 7539, 'DSSAWIDL']
[3764104, 24, 'DPSAWFUL']
[3764128, 18104, 'DSSAWFUL']
[3782232, 29, 'DPSAWHIT']
[3782264, 8018, 'DSSAWHIT']
[3790284, 55, 'DPRLAUNC']
[3790340, 15491, 'DSRLAUNC']
[3805832, 41, 'DPRXPLOD']
[3805876, 14483, 'DSRXPLOD']
[3820360, 51, 'DPFIRSHT']
[3820412, 14748, 'DSFIRSHT']
[3835160, 33, 'DPFIRXPL']
[3835196, 11701, 'DSFIRXPL']
[3846900, 12, 'DPPSTART']
[3846912, 8236, 'DSPSTART']
[3855148, 11, 'DPPSTOP']
[3855160, 6666, 'DSPSTOP']
[3861828, 55, 'DPDOROPN']
[3861884, 13824, 'DSDOROPN']
[3875708, 52, 'DPDORCLS']
[3875760, 13890, 'DSDORCLS']
[3889652, 11, 'DPSTNMOV']
[3889664, 2967, 'DSSTNMOV']
[3892632, 12, 'DPSWTCHN']
[3892644, 6263, 'DSSWTCHN']
[3898908, 12, 'DPSWTCHX']
[3898920, 5411, 'DSSWTCHX']
[3904332, 39, 'DPPLPAIN']
[3904372, 15160, 'DSPLPAIN']
[3919532, 39, 'DPDMPAIN']
[3919572, 9519, 'DSDMPAIN']
[3929092, 42, 'DPPOPAIN']
[3929136, 8643, 'DSPOPAIN']
[3937780, 43, 'DPSLOP']
[3937824, 11126, 'DSSLOP']
[3948952, 57, 'DPITEMUP']
[3949012, 2271, 'DSITEMUP']
[3951284, 19, 'DPWPNUP']
[3951304, 5883, 'DSWPNUP']
[3957188, 14, 'DPOOF']
[3957204, 3918, 'DSOOF']
[3961124, 82, 'DPTELEPT']
[3961208, 15492, 'DSTELEPT']
[3976700, 63, 'DPPOSIT1']
[3976764, 5342, 'DSPOSIT1']
[3982108, 63, 'DPPOSIT2']
[3982172, 11286, 'DSPOSIT2']
[3993460, 63, 'DPPOSIT3']
[3993524, 11103, 'DSPOSIT3']
[4004628, 63, 'DPBGSIT1']
[4004692, 13634, 'DSBGSIT1']
[4018328, 63, 'DPBGSIT2']
[4018392, 16083, 'DSBGSIT2']
